,exp,edu,hab,v_tit,v_desc,sim
2,the same,the same,the same,Programador PHP/WEB," Manutenção e desenvolvimento de websites em HTML5, CSS3, PHP, MySQL, jQuery, Bootstrap, entre outros., Ensino Superior., SQL Server, C++, CSS, HTML, Java, jQuery, PHP, Gráficos/Web: Adobe Photoshop, Macromedia Dreamweaver, Microsoft Excel, Linux, Mac OS e Servidores Web.",0.321
3,the same,the same,the same,Designer de Interface," Desenvolvimento de front-end (HTML / CSS e JavaScript) de interfaces digitais, aplicativos web, sistemas, etc. Desenvolvimento de sites, landpages e técnicas em framework front-end Bootstrap. Criação de protótipos, programação front-end (HTML / CSS e Javascript), diagramação de materiais e projetos educativos, objetos de aprendizagem e jogos., Experiência com desenvolvimento de interfaces digitais, visão de UX / UI, usabilidade e arquitetura de informação. Domínio em desenvolvimento web com HTML, CSS e JavaScript (jQuery, AngularJS), PHP, UI / UX design, metodologias ágeis, design print, design thinking e outros.",0.309
4,the same,the same,the same,Programador PHP / Front-end Júnior," Desenvolvimento de telas HTML / CSS e JavaScript. Atuação com desenvolvimento de sites com PHP, desenvolvimento de sites com WordPress e manutenção de sites., Conhecimentos em PHP, HTML5, CSS, JavaScript, WordPress (nível usuário). Noções de Bootstrap, jQuery, Linux, Git, MySQL, WordPress, temas e Plugins.",0.3067
5,the same,the same,the same,Desenvolvedor Web - Mobile Front-end," Realizar o no desenvolvimento de sistemas web e mobile (IOS, Android e Windows), programação Front-end, HTML e CSS 3. Atuar em conjunto com marketing e design., Experiência na área. Vivência em projetos de tecnologia no papel de desenvolvedor de produtos digitais (web ou app). Ensino Superior.",0.2878
6,the same,the same,the same,Desenvolvedor Front-end," Atuar com desenvolvimento web, CSS, JavaScript, HTML / HTML5 e jQuery. Participar de projetos, implementar melhorias etc.",0.2851
7,the same,the same,the same,Desenvolvedor Front-end," Desenvolver Interface Web (Front-End) em Java com foco em e-commerce., Experiência em HTML, CSS e JavaScript, Conhecimento da biblioteca jQuery. Conhecimento em framework Bootstrap. Conhecimento em grid e design responsivo. Utilização de padrões e boas práticas para desenvolvimento.",0.2845
8,the same,the same,the same,Desenvolvedor Web Front-end Sênior," Atuar no desenvolvimento de aplicações WEB com especialização em Front-end., Desejável Banco de dados (SQL, MySQL). API (RESTFull, Webservice). HTML avançado. CSS avançado. SEO avançado. JavaScript intermediário. SASS. Bootstrap. WordPress. PHP. Adobe Photoshop, Sketch/Adobe Illustrator. Desenvolvimento de interfaces responsivas com técnicas de cross-browser e cross-device. Utilização de alguma ferramenta de gestão de código e versionamento, como: GIT e ou TFS.",0.2843
9,the same,the same,the same,Desenvolvedor Web," Utilizar padrões e boas práticas para desenvolvimento web, Framework (Bootstrap, Google Material Design, etc.) e responsive Web Design., Necessária experiência na área de desenvolvimento web., Conhecimentos em HTML, CSS, JavaScript, jQuery e Wordpress.",0.2733
0,"Co-Founder & CBO (Chief Business Officer),Information Technology (IT) Manager,Planning, Budget and Processes Advisor,Information Technology (IT) Manager,Senior Systems Analyst","Master of Business Administration (MBA),BIG DATA (DATA SCIENCE),Computer Engineering (Focus on Software),Computer Software Engineering,Superior,Mechanical Technician – Full Qualification,Tecnologia em Mecânica Industrial","Big Data,Data Science,Machine Learning,Gestão de TI,Gestão de infraestrutura de TI,Spark,R (Linguagem de Programação),Hadoop,ERP (Planejamento de recursos empresariais),Planejamento estratégico,SQL,Oracle,Microsoft SQL Server,Banco de dados,Serviços web,Linux,Inteligência empresarial,Desenvolvimento de software,ITIL,MySQL,JavaScript,UML,Web Services,Databases,Desenvolvimento de sites,Protheus,BPMN,Sistemas operacionais,Data Mining,Business Intelligence,Análise Estatística,Software Development,Mineração de dados,Liderança de equipe,Scala,Functional programming,Computação em nuvem,Gestão de projetos,Amazon Web Services,PMP (Profissional de gestão de projeto),COBIT,Microsoft Project,Microsoft Excel,Aprendizado de máquina,ETL (Extração, transformação e carregamento),PL/SQL,Gerenciamento de serviços de TI,Project Management,Amazon Web Services (AWS),Gestão",Analista Júnior de ETL," Desenvolvimento e manutenção de processos de ETL utilizando SSIS (Microsoft SQL Server Integration Services., Experiência em: Modelagem data warehouse., Ensino Superior completo em Ciência da Computação, Sistema de Informação e áreas afins., Processos de carga ETL (extração-transformação- carga) nos bancos Oracle ou SQL Server PL/SQL, Data Manager, PowerCenter, Diferencial: SSIS (Integration Service), Data Tools, DataStage",0.246
1,the same,the same,the same,DBA SQL Server Sênior," Atuar com banco de dados: SQL Server e Oracle, otimização de Queries, Tuning, views, jobs, cluster, triggers, back-up e restore, performance, troubleshoot, desenvolvimento de procedures em ambiente complexos e infraestrutura, com modelagem de bases de dados e migração de versões de bancos de dados, com desenvolvimento e implantação de projetos BI e Big Data, ferramentas: Data Flow / Big Query / Data Studio. Desenvolver processos de integração com ETL e relatórios. Definir modelagem e modelos de dados BI., Experiência em administração de banco de dados. Ensino Superior.",0.2237
2,the same,the same,the same,CTO - Chief Technology Officer," Gerenciamento no desenvolvimento de sistemas e negócios, elaborando planilhas e relatórios da área., Experiência em tecnologia e negócio. Desejável experiência anterior em start up., Formação em Ciências da Computação ou Engenharia correlacionada., Conhecimentos avançados em arquitetura de sistemas, programação e projeto de software.",0.2115
3,the same,the same,the same,.NET Developer," Implementing of high quality and high performing Sitecore-based web solutions from detailed specifications. Working closely with our project managers, business analysts, QA teams and solution architects to deliver solutions on time and on budget to our clients., ASP.NET/C# development experience. Experience developing Sitecore web content management solutions. Experience designing and building business and data layers and functional libraries. Experience with creating and consuming web services., Understanding of object-oriented design and development. Base knowledge of HTML, CSS and Javascript concepts. University degree/college diploma in Computer Science or related major.",0.2113
4,the same,the same,the same,Desenvolvedor Big Data Full Stack Sênior," Irá atuar no Desenvolvimento, criação de data lake de soluções utilizando tecnologia scala, spark, hadoop. Com foco em Scala, Spark, Yarn, Map Reduce, Mesos, Kafka, Akka, Flume, Sqoop, Parquet, ORC, Hive, Hbase, Impala, Elastic Search, Kibana e Logstash., Ensino Superior completo em Computer Science., Certificação na Tecnologias de Big Data. Desejável Espanhol.",0.2078
5,the same,the same,the same,Coordenador de TI," Liderar Equipes e Gerenciamento de Projetos., Experiência em projetos de sistemas gerenciais de BI, datawarehouse., Conhecimento em Big Data e Analytics, Conhecimento R, métodos de data driven decision.",0.2007
6,the same,the same,the same,Analista Desenvolvedor Java," Atuar como desenvolvedor com atividades de suporte à usuário usando tecnologias Java num SaaS que aplica Big Data na gestão do crédito e cobrança e atuar com atividades de suporte à usuário usando tecnologias Java num SaaS que aplica Big Data na gestão do crédito e cobrança., Experiência avançada com programação Java + Java Web. Framework Spring (Mvc, Data, Rest, etc). SQL. HTML, CSS, Javascript, Bootstrap. Desenvolvimento e integrações de APIs Restful. Será um diferencial experiência com Big Data e AngularJS., Necessário Ensino Superior completo em Ciência da Computação ou cursos afins. Desejável especialização em curso ou concluída.",0.1903
7,the same,the same,the same,Analista de Banco de Dados," Responsável por executar especificação de arquitetura de referência em BIGData. Construção de Projetos e Provas de conceito e Projetos Piloto. Desenvolvimento de Projetos de BIGData, ETL. Atuação com produtos de mercado de BIG, Data, modelagem relacional e dimensional Queries / SQL e conceitos em bancos de dados relacionais. Conceitos em bancos de dados NoSQL e construção de Data Warehouses., Desejável conhecimento em Queries em MDX Big Data Hadoop Spark Machine Learning Python ou Linguagem R Modelagem de cubos. Experiência em projetos de BIG Data, atuando tecnicamente com produtos e arquiteturas. Experiência em projetos que envolvam análise de dados em tempo real. Ser Pleno / Sênior (depende do perfil exigido para a vaga), pró-ativo, boa comunicação, facilidade de entendimento e em condução de reuniões., Ter Ensino Superior em Tecnologia da Informação., Conhecimento em banco de dados Oracle e Postgres. Conhecimento em ferramentas ETL de mercado, preferencialmente Pentaho / kettle.",0.1901
8,the same,the same,the same,Cientista de Dados Sênior," Explorar os dados e criar insights. Criar modelos estatísticos aplicando inteligência sobre os dados. Entender necessidades internas e produzir analises que auxiliam a responder questões estratégicas. Detectar fraude ou anomalias nas operações de negocio. Utilizar machine learning e Big Data para ciar novos produtos e visões. Contribuir com discussões relacionadas a plataforma de Analytics e Big data, assim como levantamento de novas fontes de dados., Experiência na função., Superior completo em estatística., Conhecimentos em modelos e soluções para Machine Learning (Azure Machine Learning, Amazon Machine Learning). Conhecimentos avançados em R e Python. Desejável conhecimento em Hadoop e sistemas GIS.",0.1839
9,the same,the same,the same,Analista de Big Data," Realizará a implementação de web services SOAP/REST., Experiência com tratamento de dados em ambientes bigdata nas ferramentas, Apache hadoop, Apache Hive, Experiencia básica com tratamentos de dados., Conhecimento em arquitetura de Big Data, conhecimento básico em linguagem de programação,escala ou intermediário em Java.",0.1779
0,"Researcher,Mentor & Advisor,Editorial Board Member,Co-founder,Co-founder, CTO","Idea to IPO,Entrepreneurship/Entrepreneurial Studies,Dr.,Computer Science,A,In cooperation with UFRGS, Brazil, Dr. degree,Computer Science,Master of Science (M.Sc.),Computer Science,A,Bachelor of Technology (B.Tech.),Informatics,9.4 - from a range of 0 (worst) to 10 (best),B.Sc.,Mechanical Engineering,Elementary and high school","Computer Science,Software Development,Simulations,C++,Software Engineering,Algorithms,Programming,High Performance Computing,eHealth,R&D,Start-ups,Distributed Systems,Telemedicine,Entrepreneurship,Virtual Reality,Machine Learning,Project Management,Mobile Applications,Management,Strategy,Linux,Research and Development (R&D),High Performance Computing (HPC)",DevOps Specialist," Ensure 24/7 Global availability of the provided Services. Understands all network technologies, designs and product offerings in order to troubleshoot and analyze complex network designs/issues and provides short/long term resolution plans. Understands, applies and maintains network standards as documented by Architecture and Engineering. Provides technical feedback to engineering concerning design/product changes/enhancements. Performs the responsibilities in a high pressure, short timeline environment, which includes managing and responding to dissatisfied customers. Manages mid-range projects with minimal supervision including OPS requirements, document reviews, (Method of Procedures) MOP reviews, software and hardware upgrades, maintenance scheduling, etc . Conducts detailed MOP reviews to ensure minimal customer impact during scheduled maintenances. Responsible for submitting coherent global change requests to correct standard issues Works with vendors, customers, and internal teams to determine root causes to chronic issues. Creates and implements corrective action plans to address any and all issues. Remotely monitor availability and performance of services/features, alarms and indicators of quality. Perform remote testing of products and services. Respond to tickets created by our Customers directly or by our support team whom communicate with our customers. Troubleshoot and resolve issues reported by monitoring tools and support including deep dive investigation. Proactively identify system/network affecting events and implement solutions before they become problems. Remotely load/update SW versions across multiple platforms., Advanced understanding of IP networking (Cisco IOS, Juniper JunOS and Dell switching) . Advanced level experience diagnosing Data/IP/VoIP networks. Advanced knowledge of Windows 7, Server 2008R2 and CentOS/Redhat Linux administration. Advanced knowledge of MySQL query language and maintenance. Demonstrated skill in scripting to automate and simplify day to day tasks Advanced knowledge of C, C++, Python, PERL or other programming language a plus Advanced equipment skills, including physical installation and commissioning of servers, switches and routers. Shift work and on-call flexibility. Strong verbal and written communication skills. Fluency in English language. Fluency in Spanish language a plus. Ability to think on your feet, be resourceful and solve interesting technical problems. Education: Bachelors Degree in Telecommunications, Computer Science, Information Technology or a related Field of Study or related work experience. Work or study focused on networking and databases",0.2879
